data;ricoverati;terapia_intensiva;ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;guariti;deceduti;totale_casi;tamponi;casi_testati;ingressi_terapia_intensiva;totale_positivi_test_molecolare;totale_positivi_test_antigenico_rapido;tamponi_test_molecolare;tamponi_test_antigenico_rapido;diff_ricoverati;diff_terapia_intensiva;diff_ospedalizzati;diff_isolamento_domiciliare;diff_totale_positivi;diff_variazione_totale_positivi;diff_nuovi_positivi;diff_guariti;diff_deceduti;diff_totale_casi;diff_tamponi;diff_totale_positivi_test_molecolare;diff_totale_positivi_test_antigenico_rapido;diff_tamponi_test_molecolare;diff_tamponi_test_antigenico_rapido;diff_casi_testati
"2023-04-23";"2896";"90";"2986";"134064";"137050";"-644";"2614";"25448380";"189643";"25775073";"271257586";"68536585";"4";"9772670";"16002403";"101464468";"169793118";"-6";"-5";"-11";"-633";"-644";"-1632";"2614";"3242";"16";"2614";"37704";"364";"2250";"6771";"30933";"8100"
"2023-04-24";"2884";"96";"2980";"132341";"135321";"-1729";"1268";"25451396";"189662";"25776379";"271280820";"68542000";"12";"9772859";"16003520";"101468648";"169812172";"-12";"6";"-6";"-1723";"-1729";"-1085";"1268";"3016";"19";"1268";"23234";"189";"1117";"4180";"19054";"5415"
"2023-04-25";"2970";"100";"3070";"127534";"130604";"-4717";"4858";"25460945";"189687";"25781236";"271345194";"68555504";"14";"9774364";"16006872";"101481632";"169863562";"86";"4";"90";"-4807";"-4717";"-2988";"4858";"9549";"25";"4858";"64374";"1505";"3352";"12984";"51390";"13504"
"2023-04-26";"2998";"100";"3098";"126193";"129291";"-1313";"1578";"25463811";"189712";"25782814";"271369154";"68561449";"12";"9774544";"16008270";"101486866";"169882288";"28";"0";"28";"-1341";"-1313";"3404";"1578";"2866";"25";"1578";"23960";"180";"1398";"5234";"18726";"5945"
"2023-04-27";"2980";"99";"3079";"126953";"130032";"741";"5573";"25468617";"189738";"25788387";"271449155";"68576466";"10";"9775670";"16012717";"101501799";"169947356";"-18";"-1";"-19";"760";"741";"2054";"5573";"4806";"26";"5573";"80001";"1126";"4447";"14933";"65068";"15017"
"2023-04-28";"2968";"105";"3073";"126956";"130029";"-3";"3808";"25472407";"189759";"25792195";"271506934";"68587999";"15";"9776337";"16015858";"101515338";"169991596";"-12";"6";"-6";"3";"-3";"-744";"3808";"3790";"21";"3808";"57779";"667";"3141";"13539";"44240";"11533"
"2023-04-29";"2934";"111";"3045";"126037";"129082";"-947";"3314";"25476641";"189786";"25795509";"271555357";"68600546";"9";"9777009";"16018500";"101525920";"170029437";"-34";"6";"-28";"-919";"-947";"-944";"3314";"4234";"27";"3314";"48423";"672";"2642";"10582";"37841";"12547"
"2023-04-30";"2874";"103";"2977";"125713";"128690";"-392";"2311";"25479334";"189796";"25797820";"271585778";"68607422";"6";"9777391";"16020429";"101532386";"170053392";"-60";"-8";"-68";"-324";"-392";"555";"2311";"2693";"10";"2311";"30421";"382";"1929";"6466";"23955";"6876"
"2023-05-01";"2893";"97";"2990";"125505";"128495";"-195";"1179";"25480700";"189804";"25798999";"271604458";"68612173";"7";"9777566";"16021433";"101536023";"170068435";"19";"-6";"13";"-208";"-195";"197";"1179";"1366";"8";"1179";"18680";"175";"1004";"3637";"15043";"4751"
"2023-05-02";"2901";"106";"3007";"123495";"126502";"-1993";"1472";"25484144";"189825";"25800471";"271630826";"68617618";"14";"9777920";"16022551";"101541700";"170089126";"8";"9";"17";"-2010";"-1993";"-1798";"1472";"3444";"21";"1472";"26368";"354";"1118";"5677";"20691";"5445"
"2023-05-03";"2839";"111";"2950";"124702";"127652";"1150";"5157";"25488103";"189873";"25805628";"271706737";"68632934";"19";"9778874";"16026754";"101555784";"170150953";"-62";"5";"-57";"1207";"1150";"3143";"5157";"3959";"48";"5157";"75911";"954";"4203";"14084";"61827";"15316"
"2023-05-04";"2812";"108";"2920";"122633";"125553";"-2099";"3581";"25493751";"189904";"25809208";"271773815";"68646549";"5";"9779527";"16029681";"101575033";"170198782";"-27";"-3";"-30";"-2069";"-2099";"-3249";"3581";"5648";"31";"3581";"67078";"653";"2927";"19249";"47829";"13615"
"2023-05-05";"2852";"107";"2959";"122906";"125865";"312";"3417";"25496823";"189936";"25812624";"271821618";"68656523";"13";"9780145";"16032479";"101584638";"170236980";"40";"-1";"39";"273";"312";"2411";"3417";"3072";"32";"3417";"47803";"618";"2798";"9605";"38198";"9974"
"2023-05-06";"2764";"92";"2856";"123687";"126543";"678";"2780";"25498892";"189968";"25815403";"271861132";"68665118";"3";"9780654";"16034749";"101593473";"170267659";"-88";"-15";"-103";"781";"678";"366";"2780";"2069";"32";"2780";"39514";"509";"2270";"8835";"30679";"8595"
"2023-05-07";"2743";"91";"2834";"124065";"126899";"356";"1974";"25500496";"189982";"25817377";"271892960";"68672329";"4";"9780947";"16036430";"101600268";"170292692";"-21";"-1";"-22";"378";"356";"-322";"1974";"1604";"14";"1974";"31828";"293";"1681";"6795";"25033";"7211"
"2023-05-08";"2727";"94";"2821";"122455";"125276";"-1623";"1096";"25503192";"190005";"25818473";"271912756";"68677038";"4";"9781192";"16037281";"101604284";"170308472";"-16";"3";"-13";"-1610";"-1623";"-1979";"1096";"2696";"23";"1096";"19796";"245";"851";"4016";"15780";"4709"
"2023-05-09";"2724";"87";"2811";"123177";"125988";"712";"4205";"25506653";"190037";"25822678";"271979483";"68690878";"7";"9781973";"16040705";"101617752";"170361731";"-3";"-7";"-10";"722";"712";"2335";"4205";"3461";"32";"4205";"66727";"781";"3424";"13468";"53259";"13840"
"2023-05-10";"2662";"88";"2750";"123417";"126167";"179";"2982";"25509437";"190056";"25825660";"272032373";"68702007";"9";"9782563";"16043097";"101630062";"170402311";"-62";"1";"-61";"240";"179";"-533";"2982";"2784";"19";"2982";"52890";"590";"2392";"12310";"40580";"11129"
"2023-05-11";"2547";"84";"2631";"123844";"126475";"308";"2592";"25511697";"190080";"25828252";"272079213";"68711613";"7";"9783049";"16045203";"101639662";"170439551";"-115";"-4";"-119";"427";"308";"129";"2592";"2260";"24";"2592";"46840";"486";"2106";"9600";"37240";"9606"
"2023-05-12";"2473";"87";"2560";"123554";"126114";"-361";"2191";"25514228";"190101";"25830443";"272119125";"68718478";"14";"9783476";"16046967";"101648580";"170470545";"-74";"3";"-71";"-290";"-361";"-669";"2191";"2531";"21";"2191";"39912";"427";"1764";"8918";"30994";"6865"
"2023-05-13";"2446";"79";"2525";"123730";"126255";"141";"2070";"25516136";"190122";"25832513";"272151382";"68724029";"9";"9783874";"16048639";"101656305";"170495077";"-27";"-8";"-35";"176";"141";"502";"2070";"1908";"21";"2070";"32257";"398";"1672";"7725";"24532";"5551"
"2023-05-14";"2397";"80";"2477";"123315";"125792";"-463";"1384";"25517965";"190138";"25833895";"272178283";"68728669";"3";"9784062";"16049833";"101661801";"170516482";"-49";"1";"-48";"-415";"-463";"-604";"1384";"1829";"16";"1384";"26901";"188";"1194";"5496";"21405";"4640"
"2023-05-15";"2387";"83";"2470";"122742";"125212";"-580";"705";"25519231";"190157";"25834600";"272194773";"68731962";"4";"9784183";"16050417";"101664889";"170529884";"-10";"3";"-7";"-573";"-580";"-117";"705";"1266";"19";"705";"16490";"121";"584";"3088";"13402";"3293"
"2023-05-16";"2370";"83";"2453";"123018";"125471";"259";"2965";"25521902";"190192";"25837565";"272248839";"68740256";"9";"9784793";"16052772";"101675651";"170573188";"-17";"0";"-17";"276";"259";"839";"2965";"2671";"35";"2965";"54066";"610";"2355";"10762";"43304";"8294"
"2023-05-17";"2272";"85";"2357";"122107";"124464";"-1007";"2755";"25525631";"190224";"25840319";"272296198";"68747885";"8";"9785298";"16055021";"101685664";"170610534";"-98";"2";"-96";"-911";"-1007";"-1266";"2755";"3729";"32";"2755";"47359";"505";"2249";"10013";"37346";"7629"
"2023-05-18";"2251";"83";"2334";"121816";"124150";"-314";"2276";"25528203";"190242";"25842595";"272336790";"68754808";"9";"9785824";"16056771";"101694391";"170642399";"-21";"-2";"-23";"-291";"-314";"693";"2276";"2572";"18";"2276";"40592";"526";"1750";"8727";"31865";"6923"
"2023-05-19";"2220";"82";"2302";"121768";"124070";"-80";"2061";"25530309";"190276";"25844655";"272373718";"68761249";"9";"9786203";"16058452";"101701781";"170671937";"-31";"-1";"-32";"-48";"-80";"234";"2061";"2106";"34";"2061";"36928";"379";"1681";"7390";"29538";"6441"
"2023-05-20";"2142";"85";"2227";"122229";"124456";"386";"2022";"25531934";"190286";"25846676";"272405400";"68766644";"10";"9786573";"16060103";"101708213";"170697187";"-78";"3";"-75";"461";"386";"466";"2022";"1625";"10";"2022";"31682";"370";"1651";"6432";"25250";"5395"
"2023-05-21";"2110";"84";"2194";"122036";"124230";"-226";"1515";"25533667";"190294";"25848191";"272431015";"68771699";"4";"9786781";"16061410";"101713612";"170717403";"-32";"-1";"-33";"-193";"-226";"-612";"1515";"1733";"8";"1515";"25615";"208";"1307";"5399";"20216";"5055"
"2023-05-22";"2132";"85";"2217";"121156";"123373";"-857";"869";"25535374";"190313";"25849060";"272448588";"68775866";"10";"9786972";"16062088";"101716767";"170731821";"22";"1";"23";"-880";"-857";"-631";"869";"1707";"19";"869";"17573";"191";"678";"3155";"14418";"4167"
"2023-05-23";"2116";"84";"2200";"121431";"123631";"258";"3491";"25538578";"190341";"25852550";"272508789";"68790551";"9";"9787665";"16064885";"101728599";"170780190";"-16";"-1";"-17";"275";"258";"1115";"3491";"3204";"28";"3491";"60201";"693";"2797";"11832";"48369";"14685"
"2023-05-24";"2039";"83";"2122";"119519";"121641";"-1990";"2245";"25543151";"190366";"25855158";"272555070";"68799210";"10";"9788123";"16067035";"101738050";"170817020";"-77";"-1";"-78";"-1912";"-1990";"-2248";"2245";"4573";"25";"2245";"46281";"458";"2150";"9451";"36830";"8659"
"2023-05-25";"2004";"75";"2079";"119704";"121783";"142";"2416";"25545397";"190392";"25857572";"272596017";"68806807";"7";"9788504";"16069068";"101745809";"170850208";"-35";"-8";"-43";"185";"142";"2132";"2416";"2246";"26";"2416";"40947";"381";"2033";"7759";"33188";"7597"
"2023-05-26";"1999";"70";"2069";"120262";"122331";"548";"2194";"25547016";"190419";"25859766";"272632628";"68813502";"8";"9788856";"16070910";"101752756";"170879872";"-5";"-5";"-10";"558";"548";"406";"2194";"1619";"27";"2194";"36611";"352";"1842";"6947";"29664";"6695"
"2023-05-27";"1920";"73";"1993";"121108";"123101";"770";"2046";"25548271";"190440";"25861812";"272664794";"68819197";"12";"9789250";"16072562";"101759836";"170904958";"-79";"3";"-76";"846";"770";"222";"2046";"1255";"21";"2046";"32166";"394";"1652";"7080";"25086";"5695"
"2023-05-28";"1930";"73";"2003";"120876";"122879";"-222";"1483";"25549963";"190452";"25863294";"272691685";"68824580";"8";"9789548";"16073746";"101766015";"170925670";"10";"0";"10";"-232";"-222";"-992";"1483";"1692";"12";"1483";"26891";"298";"1184";"6179";"20712";"5383"
"2023-05-29";"1927";"68";"1995";"120100";"122095";"-784";"800";"25551541";"190458";"25864094";"272706696";"68828065";"5";"9789664";"16074430";"101768887";"170937809";"-3";"-5";"-8";"-776";"-784";"-562";"800";"1578";"6";"800";"15011";"116";"684";"2872";"12139";"3485"
"2023-05-30";"1912";"71";"1983";"120307";"122290";"195";"2859";"25554180";"190482";"25866952";"272760454";"68839099";"11";"9790148";"16076804";"101778124";"170982330";"-15";"3";"-12";"207";"195";"979";"2859";"2639";"24";"2859";"53758";"484";"2374";"9237";"44521";"11034"
"2023-05-31";"1850";"72";"1922";"118405";"120327";"-1963";"2059";"25558184";"190499";"25869010";"272806166";"68847375";"9";"9790446";"16078564";"101787113";"171019053";"-62";"1";"-61";"-1902";"-1963";"-2158";"2059";"4004";"17";"2059";"45712";"298";"1760";"8989";"36723";"8276"
"2023-06-01";"1774";"66";"1840";"117965";"119805";"-522";"1767";"25560511";"190517";"25870833";"272842036";"68853934";"5";"9790735";"16080098";"101793739";"171048297";"-76";"-6";"-82";"-440";"-522";"1441";"1767";"2327";"18";"1767";"35870";"289";"1534";"6626";"29244";"6559"
"2023-06-02";"1675";"61";"1736";"117915";"119651";"-154";"1332";"25561973";"190541";"25872165";"272870483";"68859493";"5";"9790978";"16081187";"101800994";"171069489";"-99";"-5";"-104";"-50";"-154";"368";"1332";"1462";"24";"1332";"28447";"243";"1089";"7255";"21192";"5559"
"2023-06-03";"1692";"59";"1751";"117729";"119480";"-171";"630";"25562764";"190551";"25872795";"272883125";"68862377";"2";"9791092";"16081703";"101804169";"171078956";"17";"-2";"15";"-186";"-171";"-17";"630";"791";"10";"630";"12642";"114";"516";"3175";"9467";"2884"
"2023-06-04";"1643";"58";"1701";"117543";"119244";"-236";"1185";"25564180";"190556";"25873980";"272908557";"68866779";"4";"9791301";"16082679";"101809142";"171099415";"-49";"-1";"-50";"-186";"-236";"-65";"1185";"1416";"5";"1185";"25432";"209";"976";"4973";"20459";"4402"
"2023-06-05";"1618";"58";"1676";"116690";"118366";"-878";"732";"25565781";"190565";"25874712";"272923276";"68870610";"8";"9791402";"16083310";"101811951";"171111325";"-25";"0";"-25";"-853";"-878";"-642";"732";"1601";"9";"732";"14719";"101";"631";"2809";"11910";"3831"
"2023-06-06";"1578";"57";"1635";"116753";"118388";"22";"2400";"25568135";"190588";"25877111";"272974102";"68879934";"8";"9791842";"16085269";"101821288";"171152814";"-40";"-1";"-41";"63";"22";"900";"2400";"2354";"23";"2400";"50826";"440";"1959";"9337";"41489";"9324"
"2023-06-07";"1532";"57";"1589";"116732";"118321";"-67";"1428";"25569690";"190596";"25878607";"273013966";"68887521";"7";"9792105";"16086502";"101828848";"171185118";"-46";"0";"-46";"-21";"-67";"-89";"1428";"1555";"8";"1428";"39864";"263";"1233";"7560";"32304";"7587"
"2023-06-08";"1470";"54";"1524";"116795";"118319";"-2";"1377";"25571040";"190625";"25879984";"273050446";"68894356";"4";"9792538";"16087446";"101834759";"171215687";"-62";"-3";"-65";"63";"-2";"65";"1377";"1350";"29";"1377";"36480";"433";"944";"5911";"30569";"6835"
"2023-06-09";"1428";"58";"1486";"116827";"118313";"-6";"1178";"25572207";"190642";"25881162";"273082005";"68900554";"3";"9792589";"16088573";"101840355";"171241650";"-42";"4";"-38";"32";"-6";"-4";"1178";"1167";"17";"1178";"31559";"51";"1127";"5596";"25963";"6198"
"2023-06-10";"1352";"54";"1406";"117008";"118414";"101";"1134";"25573227";"190655";"25882296";"273112234";"68905482";"4";"9792719";"16089577";"101844991";"171267243";"-76";"-4";"-80";"181";"101";"107";"1134";"1020";"13";"1134";"30229";"130";"1004";"4636";"25593";"4928"
"2023-06-11";"1321";"54";"1375";"116720";"118095";"-319";"820";"25574357";"190664";"25883116";"273133616";"68909820";"1";"9792825";"16090291";"101848870";"171284746";"-31";"0";"-31";"-288";"-319";"-420";"820";"1130";"9";"820";"21382";"106";"714";"3879";"17503";"4338"
"2023-06-12";"1328";"57";"1385";"116323";"117708";"-387";"455";"25575195";"190668";"25883571";"273145689";"68912379";"7";"9792905";"16090666";"101851070";"171294619";"7";"3";"10";"-397";"-387";"-68";"455";"838";"4";"455";"12073";"80";"375";"2200";"9873";"2559"
"2023-06-13";"1314";"57";"1371";"115307";"116678";"-1030";"1728";"25577942";"190679";"25885299";"273191010";"68920368";"5";"9793192";"16092107";"101859687";"171331323";"-14";"0";"-14";"-1016";"-1030";"-643";"1728";"2747";"11";"1728";"45321";"287";"1441";"8617";"36704";"7989"
"2023-06-14";"1281";"56";"1337";"115058";"116395";"-283";"1152";"25579363";"190693";"25886451";"273228751";"68927558";"4";"9793437";"16093014";"101868603";"171360148";"-33";"-1";"-34";"-249";"-283";"747";"1152";"1421";"14";"1152";"37741";"245";"907";"8916";"28825";"7190"
"2023-06-15";"1248";"54";"1302";"114729";"116031";"-364";"994";"25580707";"190706";"25887444";"273261725";"68933747";"4";"9793611";"16093833";"101874748";"171386977";"-33";"-2";"-35";"-329";"-364";"-81";"994";"1344";"13";"994";"32974";"174";"819";"6145";"26829";"6189"
"2023-06-16";"1213";"49";"1262";"114664";"115926";"-105";"913";"25581710";"190721";"25888357";"273291007";"68939375";"0";"9793742";"16094615";"101880015";"171410992";"-35";"-5";"-40";"-65";"-105";"259";"913";"1003";"15";"913";"29282";"131";"782";"5267";"24015";"5628"
"2023-06-17";"1200";"40";"1240";"114590";"115830";"-96";"870";"25582660";"190736";"25889226";"273314716";"68944294";"3";"9793893";"16095333";"101884574";"171430142";"-13";"-9";"-22";"-74";"-96";"9";"870";"950";"15";"870";"23709";"151";"718";"4559";"19150";"4919"
"2023-06-18";"1192";"37";"1229";"114544";"115773";"-57";"588";"25583296";"190744";"25889813";"273333853";"68948186";"1";"9793967";"16095846";"101888356";"171445497";"-8";"-3";"-11";"-46";"-57";"39";"588";"636";"8";"588";"19137";"74";"513";"3782";"15355";"3892"
"2023-06-19";"1156";"38";"1194";"113998";"115192";"-581";"297";"25584167";"190751";"25890110";"273345870";"68951083";"1";"9794018";"16096092";"101890470";"171455400";"-36";"1";"-35";"-546";"-581";"-524";"297";"871";"7";"297";"12017";"51";"246";"2114";"9903";"2897"
"2023-06-20";"1127";"44";"1171";"114078";"115249";"57";"1417";"25585513";"190764";"25891526";"273387192";"68958045";"8";"9794273";"16097253";"101898843";"171488349";"-29";"6";"-23";"80";"57";"638";"1417";"1346";"13";"1417";"41322";"255";"1161";"8373";"32949";"6962"
"2023-06-21";"1102";"44";"1146";"114031";"115177";"-72";"816";"25586389";"190776";"25892342";"273422377";"68964438";"3";"9794420";"16097922";"101905395";"171516982";"-25";"0";"-25";"-47";"-72";"-129";"816";"876";"12";"816";"35185";"147";"669";"6552";"28633";"6393"
"2023-06-22";"1079";"48";"1127";"113239";"114366";"-811";"759";"25587953";"190782";"25893101";"273454631";"68970490";"5";"9794531";"16098570";"101911319";"171543312";"-23";"4";"-19";"-792";"-811";"-739";"759";"1564";"6";"759";"32254";"111";"648";"5924";"26330";"6052"
"2023-06-23";"1039";"49";"1088";"113365";"114453";"87";"731";"25588576";"190803";"25893832";"273481076";"68975774";"3";"9794659";"16099173";"101915756";"171565320";"-40";"1";"-39";"126";"87";"898";"731";"623";"21";"731";"26445";"128";"603";"4437";"22008";"5284"
"2023-06-24";"976";"47";"1023";"113485";"114508";"55";"686";"25589190";"190820";"25894518";"273502730";"68980072";"6";"9794777";"16099741";"101920160";"171582570";"-63";"-2";"-65";"120";"55";"-32";"686";"614";"17";"686";"21654";"118";"568";"4404";"17250";"4298"
"2023-06-25";"981";"47";"1028";"113446";"114474";"-34";"529";"25589746";"190826";"25895046";"273521309";"68983805";"2";"9794843";"16100203";"101923777";"171597532";"5";"0";"5";"-39";"-34";"-89";"529";"556";"6";"529";"18579";"66";"462";"3617";"14962";"3733"
"2023-06-26";"972";"45";"1017";"113321";"114338";"-136";"381";"25590253";"190836";"25895427";"273532585";"68986393";"1";"9794909";"16100518";"101925843";"171606742";"-9";"-2";"-11";"-125";"-136";"-102";"381";"507";"10";"381";"11276";"66";"315";"2066";"9210";"2588"
"2023-06-27";"977";"40";"1017";"113240";"114257";"-81";"1002";"25591317";"190855";"25896429";"273571881";"68993654";"0";"9795093";"16101336";"101932829";"171639052";"5";"-5";"0";"-81";"-81";"55";"1002";"1064";"19";"1002";"39296";"184";"818";"6986";"32310";"7261"
"2023-06-28";"968";"37";"1005";"112939";"113944";"-313";"689";"25592310";"190864";"25897118";"273605381";"69000313";"2";"9795200";"16101918";"101939155";"171666226";"-9";"-3";"-12";"-301";"-313";"-232";"689";"993";"9";"689";"33500";"107";"582";"6326";"27174";"6659"
"2023-06-29";"933";"39";"972";"112393";"113365";"-579";"683";"25593568";"190868";"25897801";"273634829";"69005905";"2";"9795341";"16102460";"101944328";"171690501";"-35";"2";"-33";"-546";"-579";"-266";"683";"1258";"4";"683";"29448";"141";"542";"5173";"24275";"5592"
"2023-06-30";"901";"35";"936";"112155";"113091";"-274";"585";"25594418";"190877";"25898386";"273660572";"69011621";"1";"9795458";"16102928";"101948839";"171711733";"-32";"-4";"-36";"-238";"-274";"305";"585";"850";"9";"585";"25743";"117";"468";"4511";"21232";"5716"
"2023-07-01";"872";"35";"907";"113038";"113945";"854";"562";"25594116";"190887";"25898948";"273680864";"69015551";"2";"9795564";"16103384";"101953089";"171727775";"-29";"0";"-29";"883";"854";"1128";"562";"-302";"10";"562";"20292";"106";"456";"4250";"16042";"3930"
"2023-07-02";"871";"35";"906";"113039";"113945";"0";"391";"25594506";"190888";"25899339";"273698211";"69019108";"1";"9795633";"16103706";"101956732";"171741479";"-1";"0";"-1";"1";"0";"-854";"391";"390";"1";"391";"17347";"69";"322";"3643";"13704";"3557"
